PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,OREB,AST,STL,BLK,TOV,FG_PCT,FG3M,FG3_PCT,FT_PCT,PLUS_MINUS,SALARY
1630241,sam merrill,CLE,29,71,1401,509,157,38,108,53,14,35,0.406,137,0.372,0.966,321,8482144
1630572,sandro mamukelashvili,SAS,26,61,681,385,187,62,48,22,17,26,0.502,60,0.373,0.741,-28,2461463
1630583,santi aldama,MEM,24,65,1659,811,416,94,188,52,29,71,0.483,120,0.368,0.691,149,18485916
1630703,scoot henderson,POR,21,66,1759,837,198,52,335,68,13,177,0.419,105,0.354,0.767,-38,10747994
1630567,scottie barnes,TOR,23,65,2134,1252,502,109,378,93,63,185,0.446,76,0.271,0.755,-130,38661700
1630590,scotty pippen jr.,MEM,24,79,1682,779,259,65,347,103,30,138,0.48,87,0.397,0.713,44,2270735
203552,seth curry,CHA,34,68,1061,444,113,24,60,27,7,32,0.478,83,0.456,0.846,-171,2296274
1631101,shaedon sharpe,POR,22,72,2252,1335,324,68,198,62,16,150,0.452,147,0.311,0.785,-138,8399983
1628983,shai gilgeous-alexander,OKC,26,76,2597,2484,379,67,486,131,77,183,0.519,163,0.375,0.898,918,38333050
1629003,shake milton,LAL,28,57,836,315,104,31,102,25,4,40,0.453,38,0.358,0.797,-118,3000000
1631321,sidy cissoko,POR,21,22,114,32,21,8,15,2,1,11,0.433,3,0.231,0.333,8,636434
1631323,simone fontecchio,DET,29,75,1236,446,215,52,65,31,12,54,0.402,76,0.335,0.833,16,8307692
1627746,skal labissiere,SAC,29,4,11,5,3,1,1,0,0,0,0.5,1,1.0,0.0,-1,128603
203915,spencer dinwiddie,DAL,32,79,2136,872,209,18,349,70,17,102,0.416,109,0.334,0.802,-222,3634153
1642461,spencer jones,DEN,24,20,124,26,17,8,5,5,5,5,0.324,1,0.059,1.0,-45,636435
1630649,stanley umude,MIL,26,22,85,15,17,4,4,3,6,3,0.192,3,0.2,0.5,-15,578577
201939,stephen curry,GSW,37,70,2252,1718,310,40,421,80,30,200,0.448,311,0.397,0.933,299,59606817
1642264,stephon castle,SAS,20,81,2162,1190,297,89,332,74,22,177,0.428,95,0.285,0.724,-239,9560520
203500,steven adams,HOU,31,58,794,225,327,166,66,22,28,54,0.545,0,0.0,0.462,172,14130434
1629004,svi mykhailiuk,UTA,28,38,760,334,90,22,76,19,7,52,0.391,70,0.345,0.8,-106,3675000
204456,t.j. mcconnell,IND,33,79,1415,720,193,44,351,83,21,109,0.519,15,0.306,0.74,-56,10200000
201959,taj gibson,CHA,40,37,408,107,120,51,21,9,18,25,0.495,1,0.5,0.6,-124,3303771
1629659,talen horton-tucker,CHI,24,58,723,379,100,19,83,21,11,40,0.457,41,0.336,0.735,19,2296274
1631106,tari eason,HOU,24,57,1420,686,362,128,83,97,50,65,0.487,63,0.342,0.76,145,5675766
1627752,taurean prince,MIL,31,80,2165,656,287,34,155,76,15,82,0.457,147,0.439,0.813,-22,3550000
1641707,taylor hendricks,UTA,21,3,74,14,15,5,2,5,4,2,0.222,3,0.25,0.75,-22,6126859
1631386,taze moore,POR,27,2,19,6,8,4,1,2,0,2,0.2,1,0.25,0.5,-7,578577
1629611,terance mann,ATL,28,67,1414,517,199,68,121,47,15,47,0.496,60,0.368,0.691,-95,15500000
1629056,terence davis,SAC,28,1,7,0,1,0,1,0,0,0,0.0,0,0.0,0.0,-3,2546675
1630545,terrence shannon jr.,MIN,24,32,338,138,47,10,32,7,5,15,0.482,11,0.355,0.81,11,2674080
1626179,terry rozier,MIA,31,64,1658,679,238,44,167,37,14,78,0.391,91,0.295,0.852,-141,26643031
1630678,terry taylor,SAC,25,3,6,0,1,1,2,0,0,0,0.0,0,0.0,0.0,9,124288
1628418,thomas bryant,IND,27,66,963,429,251,83,53,28,41,30,0.508,48,0.324,0.859,-37,2296274
1642275,tidjane salaun,CHA,19,60,1244,353,280,70,74,29,14,58,0.33,58,0.283,0.713,-321,7863240
203501,tim hardaway jr.,DET,33,77,2152,844,183,18,123,38,7,48,0.406,168,0.368,0.855,25,2296274
202699,tobias harris,DET,32,73,2305,1002,432,65,162,74,57,85,0.477,91,0.345,0.861,187,26634146
1642449,tolu smith,DET,24,1,22,14,8,4,0,0,0,2,0.667,0,0.0,0.667,7,636434
1628396,tony bradley,IND,27,14,112,61,42,18,6,2,9,5,0.644,1,0.333,0.333,44,2940876
1628470,torrey craig,BOS,34,26,313,108,73,27,17,8,12,8,0.422,24,0.364,0.667,-49,2296274
1641787,tosan evbuomwan,BKN,24,28,664,267,120,32,55,24,10,39,0.427,24,0.312,0.753,-66,636434
1641739,toumani camara,POR,25,78,2548,882,450,173,175,116,50,109,0.458,135,0.375,0.722,-114,2221677
1629027,trae young,ATL,26,76,2739,1841,236,36,880,91,12,355,0.411,218,0.34,0.875,34,45999660
1631218,trayce jackson-davis,GSW,25,62,966,407,311,122,104,23,38,45,0.576,0,0.0,0.578,-61,2221677
1630200,tre jones,CHI,25,46,904,330,116,31,192,37,10,35,0.538,19,0.396,0.821,-31,8000000
1630544,tre mann,CHA,24,13,319,183,38,12,39,7,4,25,0.435,24,0.4,0.905,-55,7600000
1630570,trendon watford,BKN,24,44,912,450,160,37,115,27,12,83,0.469,29,0.33,0.762,-65,2461463
1642280,trentyn flowers,LAC,20,6,26,11,4,1,0,0,0,1,0.364,0,0.0,1.0,-6,636435
1630243,trevelin queen,ORL,28,31,430,152,54,26,38,31,10,22,0.381,22,0.286,0.857,-86,578577
1641725,trey alexander,DEN,22,24,117,32,12,1,11,2,1,5,0.317,3,0.176,0.75,-25,636435
1641998,trey jemison iii,LAL,25,38,392,95,105,44,16,9,15,24,0.554,0,0.0,0.394,-18,578577
1626168,trey lyles,SAC,29,69,1349,451,316,80,82,41,23,39,0.42,81,0.34,0.7,-70,8000000
1630530,trey murphy iii,NOP,25,53,1854,1124,268,47,188,56,39,103,0.454,158,0.361,0.887,-384,25000000
202684,tristan thompson,CLE,34,40,328,69,134,32,24,2,11,14,0.437,0,0.0,0.233,-85,2296274
1641774,tristan vukcevic,WAS,22,35,512,330,130,26,39,11,23,42,0.496,38,0.373,0.776,-125,636435
1641783,tristan da silva,ORL,24,74,1628,533,245,73,113,33,18,56,0.412,80,0.335,0.873,-127,3809520
1641803,tristen newton,MIN,24,8,16,3,4,2,2,1,0,2,0.125,0,0.0,1.0,-5,578577
1629660,ty jerome,CLE,27,70,1392,878,173,50,237,78,3,92,0.516,111,0.439,0.872,302,5520000
1631102,tyty washington jr.,PHX,23,16,118,35,13,4,16,3,0,3,0.311,4,0.19,0.5,2,578577
1629639,tyler herro,MIA,25,77,2725,1840,399,35,424,69,17,198,0.472,251,0.375,0.878,99,31000000
1642278,tyler kolek,NYK,24,41,296,81,27,8,70,12,4,18,0.329,14,0.298,0.765,-1,2191897
1641890,tyler smith,MIL,20,23,121,67,25,6,4,3,4,8,0.48,13,0.433,0.75,8,1955377
1630169,tyrese haliburton,IND,25,73,2450,1359,258,42,673,105,49,120,0.473,218,0.388,0.851,222,45550512
1631213,tyrese martin,BKN,26,60,1315,523,219,58,122,34,9,74,0.406,99,0.351,0.793,-258,2191897
1630178,tyrese maxey,PHI,24,52,1960,1369,174,15,317,91,21,124,0.437,161,0.337,0.879,-124,37958760
1630623,tyson etienne,BKN,25,7,151,55,9,3,12,3,1,8,0.327,13,0.295,0.8,-70,636435
1626145,tyus jones,PHX,29,81,2173,829,196,40,429,69,8,91,0.448,166,0.414,0.895,-92,7000000
1642279,ulrich chomche,TOR,19,7,32,5,8,4,2,0,1,2,0.4,0,0.0,0.5,-24,636434
203995,vasilije micic,PHX,31,41,784,269,89,20,128,15,0,77,0.348,45,0.36,0.829,-122,666667
1641705,victor wembanyama,SAS,21,46,1527,1116,506,82,168,52,176,149,0.476,142,0.352,0.836,102,13376695
1631246,vince williams jr.,MEM,24,27,498,179,98,22,55,12,7,33,0.401,26,0.274,0.792,6,2301587
1628427,vlatko cancar,DEN,28,13,135,24,32,6,9,3,2,11,0.385,4,0.267,0.0,-18,2425403
1630249,vit krejci,ATL,25,57,1152,412,156,22,147,36,26,50,0.497,90,0.437,0.711,-66,2349578
1631117,walker kessler,UTA,23,58,1740,641,707,266,97,36,138,86,0.663,6,0.176,0.52,-329,4878938
